date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_dark,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,rv_model
2021-02-12T13:52:00,2459258.078,-15.889,-12.267,0.015,3.622,1.869,0,1.869,8.603,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.53744999999999
2021-02-12T13:54:00,2459258.079,-17.12,-13.524,0.02,3.596,1.869,0,1.869,8.606,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5016
2021-02-12T13:56:00,2459258.081,-18.909,-15.281,0.02,3.628,1.868,0,1.868,8.597,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5608
2021-02-12T13:58:00,2459258.082,-16.269,-12.693,0.02,3.576,1.868,0,1.868,8.589,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.4646
2021-02-12T14:00:00,2459258.083,-16.777,-13.132,0.022,3.645,1.869,0,1.869,8.62,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.59715
2021-02-12T14:02:00,2459258.085,-17.204,-13.608,0.023,3.595,1.864,0,1.864,8.597,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5071
2021-02-12T14:04:00,2459258.086,-17.076,-13.439,0.021,3.638,1.87,0,1.87,8.598,0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.58175
2021-02-12T14:06:00,2459258.088,-17.594,-13.935,0.021,3.659,1.867,0,1.867,8.61,0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6206
2021-02-12T14:08:00,2459258.089,-17.456,-13.866,0.022,3.59,1.872,0,1.872,8.599,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.49539999999999
2021-02-12T14:10:00,2459258.09,-17.662,-14.052,0.024,3.61,1.87,0,1.87,8.596,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5373
2021-02-12T14:12:00,2459258.092,-16.766,-13.112,0.019,3.654,1.875,0,1.875,8.602,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.60645
2021-02-12T14:14:00,2459258.093,-17.646,-14.14,0.022,3.506,1.864,0,1.864,8.617,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.34
2021-02-12T14:16:00,2459258.094,-17.262,-13.559,0.022,3.704,1.866,0,1.866,8.618,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7063
2021-02-12T14:18:00,2459258.096,-17.831,-14.188,0.021,3.643,1.861,0,1.861,8.601,0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.591
2021-02-12T14:20:00,2459258.097,-18.522,-14.979,0.026,3.543,1.855,0,1.855,8.602,0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.41825
2021-02-12T14:22:00,2459258.099,-17.076,-13.412,0.022,3.664,1.863,0,1.863,8.596,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6323
2021-02-12T14:24:00,2459258.1,-16.895,-13.294,0.019,3.601,1.871,0,1.871,8.595,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5084
2021-02-12T14:26:00,2459258.101,-18.816,-15.113,0.024,3.702,1.868,0,1.868,8.603,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7075
2021-02-12T14:28:00,2459258.103,-16.497,-12.907,0.025,3.59,1.861,0,1.861,8.591,0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.50274999999999
2021-02-12T14:30:00,2459258.104,-16.898,-13.172,0.025,3.725,1.862,0,1.862,8.61,0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7525
2021-02-12T14:32:00,2459258.106,-18.98,-15.365,0.018,3.616,1.858,0,1.858,8.574,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5337
2021-02-12T14:34:00,2459258.107,-18.373,-14.767,0.022,3.606,1.862,0,1.862,8.609,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.52499999999999
2021-02-12T14:36:00,2459258.108,-18.256,-14.617,0.019,3.639,1.857,0,1.857,8.588,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5787
2021-02-12T14:38:00,2459258.11,-18.549,-14.95,0.018,3.6,1.868,0,1.868,8.6,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5041
2021-02-12T14:40:00,2459258.111,-18.168,-14.579,0.02,3.589,1.869,0,1.869,8.6,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.48864999999999
2021-02-12T14:42:00,2459258.113,-19.278,-15.638,0.022,3.64,1.857,0,1.857,8.59,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.58789999999999
2021-02-12T14:44:00,2459258.114,-18.636,-15.051,0.019,3.586,1.862,0,1.862,8.596,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.48065
2021-02-12T14:46:00,2459258.115,-19.623,-15.98,0.019,3.643,1.877,0,1.877,8.615,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5861
2021-02-12T14:48:00,2459258.117,-19.857,-16.207,0.018,3.649,1.875,0,1.875,8.595,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.59475
2021-02-12T14:50:00,2459258.118,-19.154,-15.404,0.016,3.75,1.863,0,1.863,8.582,0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.77669999999999
2021-02-12T14:52:00,2459258.119,-19.716,-16.124,0.02,3.592,1.863,0,1.863,8.589,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.49419999999999
2021-02-12T14:54:00,2459258.121,-19.117,-15.435,0.023,3.682,1.852,0,1.852,8.595,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.66805
2021-02-12T14:56:00,2459258.122,-19.277,-15.547,0.023,3.73,1.866,0,1.866,8.583,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.75685
2021-02-12T14:58:00,2459258.124,-19.623,-16.013,0.023,3.611,1.867,0,1.867,8.594,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5367
2021-02-12T15:00:00,2459258.125,-18.036,-14.33,0.018,3.706,1.863,0,1.863,8.584,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7002
2021-02-12T15:02:00,2459258.126,-19.682,-15.997,0.018,3.686,1.876,0,1.876,8.595,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6632
2021-02-12T15:04:00,2459258.128,-19.957,-16.321,0.021,3.636,1.871,0,1.871,8.587,0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.57804999999999
2021-02-12T15:06:00,2459258.129,-18.546,-14.808,0.019,3.738,1.874,0,1.874,8.589,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.76185
2021-02-12T15:08:00,2459258.131,-20.086,-16.421,0.018,3.665,1.874,0,1.874,8.584,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.62434999999999
2021-02-12T15:10:00,2459258.132,-18.481,-14.775,0.02,3.707,1.882,0,1.882,8.609,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.70694999999999
2021-02-12T15:12:00,2459258.133,-18.704,-15.032,0.016,3.672,1.877,0,1.877,8.595,0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6324
2021-02-12T15:14:00,2459258.135,-19.698,-15.989,0.019,3.709,1.874,0,1.874,8.591,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.70819999999999
2021-02-12T15:16:00,2459258.136,-19.633,-15.925,0.018,3.708,1.865,0,1.865,8.605,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7039
2021-02-12T15:18:00,2459258.138,-19.949,-16.28,0.018,3.669,1.868,0,1.868,8.595,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.63175
2021-02-12T15:20:00,2459258.139,-19.217,-15.492,0.015,3.725,1.872,0,1.872,8.612,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.728
2021-02-12T15:22:00,2459258.14,-18.78,-15.14,0.017,3.64,1.876,0,1.876,8.593,0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.57565
2021-02-12T15:24:00,2459258.142,-20.438,-16.753,0.016,3.685,1.872,0,1.872,8.609,0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.65644999999999
2021-02-12T15:26:00,2459258.143,-19.061,-15.285,0.019,3.776,1.88,0,1.88,8.594,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.83215
2021-02-12T15:28:00,2459258.144,-19.437,-15.724,0.02,3.714,1.867,0,1.867,8.588,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7199
2021-02-12T15:30:00,2459258.146,-20.391,-16.666,0.019,3.725,1.88,0,1.88,8.608,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7378
2021-02-12T15:32:00,2459258.147,-20.066,-16.374,0.018,3.692,1.87,0,1.87,8.586,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6743
2021-02-12T15:34:00,2459258.149,-20.299,-16.56,0.018,3.739,1.863,0,1.863,8.592,0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.76125
2021-02-12T15:36:00,2459258.15,-19.948,-16.196,0.02,3.753,1.872,0,1.872,8.589,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.79205
2021-02-12T15:38:00,2459258.151,-20.523,-16.903,0.02,3.619,1.869,0,1.869,8.595,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.54415
2021-02-12T15:40:00,2459258.153,-20.485,-16.738,0.017,3.747,1.871,0,1.871,8.583,0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7736
2021-02-12T15:42:00,2459258.154,-20.143,-16.501,0.019,3.642,1.875,0,1.875,8.586,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.58425
2021-02-12T15:44:00,2459258.156,-21.317,-17.615,0.014,3.702,1.872,0,1.872,8.58,0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.68299999999999
2021-02-12T15:46:00,2459258.157,-20.622,-16.915,0.017,3.707,1.871,0,1.871,8.59,0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6996
2021-02-12T15:48:00,2459258.158,-21.486,-17.829,0.013,3.657,1.875,0,1.875,8.568,0.013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5973
2021-02-12T15:50:00,2459258.16,-21.59,-17.892,0.016,3.698,1.874,0,1.874,8.569,0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6805
2021-02-12T15:52:00,2459258.161,-22.015,-18.32,0.023,3.695,1.871,0,1.871,8.578,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6921
2021-02-12T15:54:00,2459258.163,-21.793,-18.12,0.023,3.673,1.87,0,1.87,8.583,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6514
2021-02-12T15:56:00,2459258.164,-22.044,-18.304,0.021,3.741,1.875,0,1.875,8.587,0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7723
2021-02-12T15:58:00,2459258.165,-21.747,-18.023,0.02,3.725,1.881,0,1.881,8.575,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.74025
2021-02-12T16:00:00,2459258.167,-21.997,-18.174,0.02,3.823,1.882,0,1.882,8.59,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.92155
2021-02-12T16:02:00,2459258.168,-21.699,-17.886,0.023,3.813,1.872,0,1.872,8.573,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9104
2021-02-12T16:04:00,2459258.169,-21.805,-18.011,0.024,3.794,1.873,0,1.873,8.594,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8777
2021-02-12T16:06:00,2459258.171,-21.881,-18.078,0.029,3.803,1.873,0,1.873,8.585,0.029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9066
2021-02-12T16:08:00,2459258.172,-22.645,-18.853,0.027,3.792,1.874,0,1.874,8.573,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.88135
2021-02-12T16:10:00,2459258.174,-21.837,-18.071,0.027,3.766,1.875,0,1.875,8.577,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.83324999999999
2021-02-12T16:12:00,2459258.175,-21.878,-18.047,0.023,3.832,1.886,0,1.886,8.583,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.94555
2021-02-12T16:14:00,2459258.176,-23.013,-19.256,0.026,3.757,1.882,0,1.882,8.578,0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.81415
2021-02-12T16:16:00,2459258.178,-22.033,-18.202,0.025,3.832,1.873,0,1.873,8.568,0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.95045
2021-02-12T16:18:00,2459258.179,-22.067,-18.26,0.027,3.807,1.879,0,1.879,8.569,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9091
2021-02-12T16:20:00,2459258.181,-22.68,-18.866,0.024,3.814,1.877,0,1.877,8.568,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9147
2021-02-12T16:22:00,2459258.182,-22.208,-18.471,0.026,3.738,1.885,0,1.885,8.582,0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.779
2021-02-12T16:24:00,2459258.183,-22.591,-18.793,0.026,3.798,1.885,0,1.885,8.561,0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.89
2021-02-12T16:26:00,2459258.185,-22.551,-18.771,0.027,3.781,1.885,0,1.885,8.564,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.861
2021-02-12T16:28:00,2459258.186,-22.247,-18.48,0.029,3.767,1.884,0,1.884,8.568,0.029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.84
2021-02-12T16:30:00,2459258.188,-22.949,-19.125,0.025,3.824,1.892,0,1.892,8.584,0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.93565
2021-02-12T16:32:00,2459258.189,-23.606,-19.81,0.028,3.796,1.886,0,1.886,8.569,0.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8912
2021-02-12T16:34:00,2459258.19,-21.837,-18.06,0.027,3.777,1.885,0,1.885,8.554,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8536
2021-02-12T16:36:00,2459258.192,-23.663,-19.862,0.023,3.8,1.881,0,1.881,8.561,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.88635
2021-02-12T16:38:00,2459258.193,-22.081,-18.356,0.028,3.725,1.885,0,1.885,8.552,0.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.75985
2021-02-12T16:40:00,2459258.194,-22.433,-18.63,0.025,3.803,1.888,0,1.888,8.576,0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8968
2021-02-12T16:42:00,2459258.196,-22.573,-18.666,0.026,3.907,1.896,0,1.896,8.576,0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.09165
2021-02-12T16:44:00,2459258.197,-22.839,-19.193,0.023,3.646,1.888,0,1.888,8.56,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.60145
2021-02-12T16:46:00,2459258.199,-22.283,-18.355,0.024,3.927,1.893,0,1.893,8.552,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.12375
2021-02-12T16:48:00,2459258.2,-22.684,-18.874,0.023,3.81,1.892,0,1.892,8.551,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.90485
2021-02-12T16:50:00,2459258.201,-22.824,-19.072,0.023,3.752,1.896,0,1.896,8.562,0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.79755
2021-02-12T16:52:00,2459258.203,-21.448,-17.581,0.027,3.866,1.886,0,1.886,8.553,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.01825
2021-02-12T16:54:00,2459258.204,-23.036,-19.305,0.028,3.731,1.884,0,1.884,8.553,0.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.77095
