date_obs,date_jd,rv_sun,rv_model_ref,f_ref,v_phot_ref,v_conv_ref,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model_mil,rv_model,rv_model_ref2
2016-08-16T22:46:33,2457617.449,101.318,111.63269,4.7272,-0.16,3.574,-25.995,-21.764,0.048,4.231,2.817,0.006,2.823,9.696,0.092,-0.045,1.892,0.932,1.892,0.925,0,7.009,95.453,147.379,-0.213,-4.55,1.126,1.157,0.002,106.55235,101.3378055,105.47542
2016-08-18T23:21:07,2457619.473,100.982,108.36107,2.59,0.249,2.38,-21.396,-17.785,0.29,3.61,2.304,0.002,2.306,9.004,0.294,-0.004,1.843,0.463,1.843,0.462,0,7.075,85.875,157.518,-0.16,-12.307,0.664,0.678,-0.001,106.5169,101.236115,105.28116
2016-08-20T18:41:45,2457621.279,101.228,109.58586,1.9917,0.02,2.796,-24.85,-20.504,0.056,4.346,2.059,0,2.059,8.366,0.056,0,1.737,0.322,1.737,0.322,0,6.691,81.12,147.022,-0.207,-28.702,1.037,1.049,0,106.67722,101.467601,105.15508
2016-08-24T21:05:45,2457625.379,101.427,111.75053,2.6405,-0.07,3.61,-26.201,-21.489,0.079,4.713,2.583,0.003,2.586,9.266,0.072,0.006,1.885,0.7,1.885,0.697,0,6.868,93.444,154.684,0.186,-16.077,1.306,1.331,-0.001,107.07005,101.8765015,105.7105
2016-08-25T13:45:07,2457626.073,103.101,112.5085,2.6613,-0.009,3.845,-20.005,-15.311,0.029,4.694,2.734,0.003,2.737,9.598,0.016,0.014,1.955,0.782,1.955,0.779,0,7.053,93.55,149.294,0.282,-11.347,1.487,1.514,0,106.94038,101.752784,106.06569
2016-08-26T14:16:48,2457627.095,104.284,114.34635,2.6616,0.083,4.401,-21.251,-15.942,0.139,5.309,2.937,0.005,2.943,9.912,0.112,0.027,1.908,1.035,1.908,1.029,0,6.997,98.403,151.631,0.397,-2.446,2.192,2.227,0,107.75873,102.5881315,106.78885
2016-08-28T11:44:09,2457628.989,103.804,114.91495,2.7764,0.011,4.61,-24.955,-19.526,0.011,5.429,3.024,0.009,3.033,10.235,0.033,-0.023,1.959,1.074,1.959,1.065,0,7.026,104.593,166.539,0.525,2.196,2.225,2.263,-0.002,107.58361,102.4371035,106.82194
2016-08-30T22:07:40,2457631.422,100.926,109.43213,2.8289,-0.007,2.761,-22.771,-18.719,0.074,4.051,2.629,0.004,2.633,9.488,0.103,-0.028,1.86,0.773,1.86,0.77,0,7.01,95.399,158.563,0.653,11.316,0.829,0.855,-0.001,106.44319,101.2155815,105.06205
2016-08-31T23:13:55,2457632.468,101.138,108.94397,3.1042,0.079,2.656,-21.705,-18.167,0.215,3.539,2.672,0.006,2.679,9.549,0.205,0.01,1.933,0.746,1.933,0.74,0,7.12,94.069,159.062,0.698,10.762,0.477,0.499,-0.003,106.28287,101.0087825,105.15704
2016-09-01T21:35:59,2457633.4,102.039,109.62193,3.2429,0.338,2.771,-25.732,-21.507,0.436,4.225,2.797,0.013,2.81,9.69,0.349,0.088,1.981,0.829,1.981,0.816,0,6.977,100.122,178.272,0.654,16.727,0.722,0.749,0.002,107.41589,102.1470985,105.84415
2016-09-02T19:59:31,2457634.333,102.589,111.79322,2.9424,0.528,3.436,-26.064,-20.833,0.601,5.231,2.842,0.018,2.86,9.76,0.435,0.166,1.971,0.889,1.971,0.871,0,6.81,104.547,181.095,0.755,17.423,1.565,1.598,0,108.72107,103.4821585,106.8882
2016-09-05T21:54:43,2457637.413,104.547,117.64287,3.036,-0.017,5.499,-30.596,-23.764,0.113,6.833,3.245,0.019,3.264,10.608,0.089,0.025,2.022,1.242,2.022,1.223,0,7.003,108.576,167.234,0.223,9.291,3.205,3.254,0,109.11781,104.0308355,107.58599
2016-09-18T01:09:07,2457649.548,100.842,110.562,2.2824,-0.06,3.216,-21.128,-17.455,-0.007,3.674,2.279,0,2.279,8.914,-0.007,0,1.792,0.487,1.792,0.487,0,7.026,83.715,139.596,-0.27,-42.856,0.703,0.718,-0.001,105.91114,100.674998,105.36648
2016-10-30T15:47:31,2457692.158,101.756,110.75068,2.313,-0.077,3.365,-24.263,-20.018,-0.068,4.244,2.407,0,2.407,8.837,-0.068,0,1.995,0.412,1.995,0.412,0,6.871,82.178,131.737,0.165,-9.029,0.739,0.754,-0.001,106.3046,101.106862,105.46697
2016-11-06T09:57:36,2457698.915,101.284,110.46496,2.4329,0.134,3.176,-25.085,-20.7,0.09,4.385,2.511,0.001,2.512,9.032,0.086,0.004,2.01,0.502,2.01,0.501,0,6.957,83.496,131.132,-0.244,-21.319,0.926,0.945,0.003,106.78965,101.5773525,105.76384
2016-11-08T10:13:26,2457700.926,102.594,108.93048,2.2817,0.104,2.667,-25.004,-21.333,0.051,3.671,2.214,0,2.214,8.655,0.051,0,1.91,0.304,1.91,0.304,0,6.942,78.826,132.083,-0.479,-67.221,0.487,0.498,-0.003,106.03827,100.7939085,105.22327
2016-11-13T13:49:26,2457706.076,103.052,110.17596,2.1493,-0.051,3.135,-22.973,-18.967,-0.043,4.005,2.202,0.001,2.203,8.802,-0.047,0.004,1.848,0.355,1.848,0.354,0,7.011,81.975,147.316,0.015,-11.972,0.795,0.808,0.001,106.13833,100.9245695,105.31131
2016-11-17T13:50:52,2457710.077,100.63,110.89162,2.3544,-0.017,3.359,-22.736,-18.43,-0.032,4.305,2.447,0.002,2.449,9.1,-0.025,-0.007,1.924,0.526,1.924,0.523,0,6.972,87.137,146.645,0.41,9.941,0.995,1.014,0,106.44197,101.2424305,105.59579
2016-11-28T13:40:47,2457721.07,102.303,112.49441,2.5144,0.107,3.874,-25.254,-20.153,0.118,5.101,2.616,0.011,2.627,9.47,0.079,0.039,1.99,0.637,1.99,0.626,0,6.997,94.239,166.979,0.194,-10.434,1.567,1.592,0,107.51825,102.3396505,106.3525
2016-12-20T08:24:00,2457742.85,101.854,109.41815,1.9609,0.007,2.827,-27.769,-23.865,0.044,3.904,2.024,0,2.024,8.342,0.044,0,1.77,0.253,1.77,0.253,0,6.766,78.278,142.032,0.443,-0.855,0.659,0.669,-0.001,106.23928,101.008124,105.15479
2017-01-06T12:50:24,2457760.035,103.641,108.23901,1.9106,0.047,2.421,-23.825,-20.418,0.033,3.407,1.976,0,1.976,8.392,0.033,0,1.765,0.211,1.765,0.211,0,6.964,73.685,125.655,-0.126,-6.027,0.381,0.388,0.001,105.75243,100.4967105,104.86681
2017-01-10T19:50:52,2457764.327,100.549,107.1709,1.7961,0.007,2.06,-26.471,-23.364,0.029,3.107,1.766,0,1.766,7.97,0.029,0,1.726,0.039,1.726,0.039,0,6.788,68.793,116.132,0.201,40.504,0.08,0.081,0,105.46447,100.1935565,104.44148
2017-01-12T12:47:31,2457766.033,100.784,107.40725,1.751,0.012,2.146,-21.176,-17.988,0.018,3.187,1.759,0,1.759,8.101,0.018,0,1.713,0.046,1.713,0.046,0,6.935,68.36,115.909,0.226,53.555,0.101,0.102,0,105.51423,100.2490455,104.53266
2017-02-15T14:42:43,2457800.113,102.196,108.18519,2.1592,0.046,2.436,-24.605,-20.993,0.021,3.612,2.125,0,2.125,8.534,0.021,0,1.89,0.235,1.89,0.235,0,6.963,75.576,120.004,0.211,11.16,0.319,0.327,0,105.9162,100.672911,104.87852
2017-02-22T21:21:36,2457807.39,103.132,109.81662,2.5084,0.062,2.904,-25.511,-21.838,0.119,3.673,2.479,0.004,2.482,9.14,0.088,0.031,1.8,0.683,1.8,0.679,0,6.899,91.262,148.586,0.053,1.367,0.673,0.695,-0.002,106.19245,100.9387415,105.3496
2017-02-23T14:11:02,2457808.091,103.2,110.5625,2.498,0.117,3.139,-19.057,-14.378,0.102,4.679,2.629,0.005,2.634,9.369,0.066,0.036,1.911,0.723,1.911,0.717,0,6.961,91.983,150.599,-0.031,-2.705,1.473,1.497,-0.003,107.08995,101.8914195,105.69135
2017-02-25T11:16:48,2457809.97,102.233,111.24167,2.4243,0.053,3.382,-24.605,-19.605,0.016,5.001,2.621,0.006,2.628,9.407,0.019,-0.003,1.834,0.793,1.834,0.787,0,6.931,93.73,148.392,-0.42,-6.873,1.714,1.743,0.002,107.19677,102.0270985,105.77398
2017-02-25T20:08:09,2457810.339,102.395,110.97915,2.4186,0.038,3.303,-29.165,-24.446,0.059,4.719,2.596,0.006,2.602,9.279,0.063,-0.004,1.872,0.73,1.872,0.724,0,6.877,91.699,147.687,-0.455,-6.916,1.324,1.352,0.001,107.03083,101.8403765,105.66691
2017-02-27T17:49:55,2457812.243,103.24,108.68659,2.4325,0.052,2.522,-28.133,-23.965,0.048,4.167,2.506,0.006,2.512,9.101,0.064,-0.016,1.817,0.694,1.817,0.688,0,6.832,91.042,150.333,-0.385,9.329,1.011,1.034,0.001,106.49283,101.2749255,104.97194
2017-03-07T05:44:09,2457819.739,105.606,127.89132,4.4613,0.175,9.084,-26.595,-23.505,0.103,3.09,1.764,0,1.764,8.141,0.103,0,1.587,0.178,1.587,0.178,0,6.901,72.061,128.824,0.04,12.762,0.274,0.279,-0.001,105.61442,100.332328,111.35012
2017-03-12T00:01:26,2457824.501,105.224,123.22311,4.5592,0.299,7.575,-21.334,-18.902,0.059,2.432,1.681,0,1.681,8.344,0.059,0,1.6,0.081,1.6,0.081,0,7.208,69.523,111.439,0.108,21.835,0.116,0.118,0,104.90392,99.593399,110.22451
2017-03-13T12:46:04,2457826.032,104.507,119.37635,4.4312,0.492,6.238,-19.781,-16.672,0.016,3.109,1.802,0,1.802,8.093,0.016,0,1.734,0.068,1.734,0.068,0,6.866,69.83,105.338,0.169,-5.925,0.15,0.152,-0.002,105.43721,100.1682085,109.41342
2017-03-16T13:45:07,2457829.073,103.975,120.57661,4.2326,0.133,6.68,-21.247,-18.224,0.012,3.022,1.828,0,1.828,8.087,0.012,0,1.742,0.086,1.742,0.086,0,6.827,70.722,130.497,0.188,-20.089,0.121,0.124,0,105.34734,100.074327,109.02032
2017-03-23T10:43:40,2457835.947,101.162,120.08461,4.0345,-0.553,6.746,-21.023,-17.215,0.014,3.808,2.12,0.001,2.12,8.39,0.008,0.007,1.934,0.187,1.934,0.186,0,6.798,76.108,126.078,-0.177,-48.668,0.362,0.369,-0.001,106.0828,100.850774,107.54506
2017-03-23T21:50:24,2457836.41,103.184,114.12844,2.9419,0.111,4.574,-23.601,-20.377,0.07,3.224,2.036,0.001,2.037,8.61,0.063,0.008,1.786,0.251,1.786,0.25,0,7.075,76.378,122.502,-0.248,-56.058,0.398,0.405,0.001,105.66512,100.39465,107.01246
2017-03-24T14:08:09,2457837.089,102.178,113.53874,2.9204,0.083,4.378,-21.092,-17.238,0.028,3.854,2.144,0.001,2.145,8.475,0.023,0.005,1.863,0.283,1.863,0.282,0,6.839,77.104,122.392,-0.344,-46.121,0.6,0.61,0.001,106.15694,100.925383,106.76746
2017-03-27T10:43:40,2457839.947,99.889,112.85074,3.1491,0.15,4.124,-23.122,-19.153,0.206,3.968,2.326,0.008,2.334,8.921,0.166,0.041,1.827,0.507,1.827,0.498,0,6.838,90.432,170.061,-0.294,-9.506,0.936,0.952,-0.001,106.66168,101.411366,106.68132
2017-03-27T21:33:07,2457840.398,102.153,114.86828,3.3316,0.313,4.705,-25.05,-21.754,0.324,3.296,2.292,0.013,2.305,9.176,0.261,0.062,1.756,0.549,1.756,0.536,0,7.027,94.438,177.653,-0.29,-7.786,0.574,0.589,0.001,106.30104,100.999044,107.58677
2017-03-28T13:48:00,2457841.075,103.12,116.44361,3.4566,0.341,5.182,-19.413,-15.128,0.267,4.285,2.365,0.018,2.383,9.143,0.203,0.064,1.772,0.61,1.772,0.592,0,6.845,97.623,183.623,-0.201,-0.313,1.301,1.32,0,107.09313,101.8509795,108.0931
2017-03-30T16:23:31,2457843.183,105.65,125.54987,4.0811,-0.798,8.446,-23.758,-19.14,0.128,4.618,2.433,0.023,2.456,9.655,0.135,-0.007,1.725,0.731,1.725,0.708,0,7.021,106.886,204.375,0.076,6.841,1.538,1.561,-0.002,107.09146,101.886113,108.57726
2017-04-01T22:43:40,2457845.447,102.762,121.3661,4.3636,-0.722,7.135,-25.905,-22.534,-0.188,3.372,2.443,0.029,2.472,10.197,-0.088,-0.099,1.505,0.967,1.505,0.938,0,7.183,122.147,214.704,-0.08,-4.24,0.93,0.953,-0.002,105.22484,99.998002,107.52827
2017-04-02T17:15:21,2457846.219,101.493,118.57861,4.5589,-0.363,6.17,-28.459,-24.352,-0.583,4.107,2.597,0.034,2.631,10.551,-0.392,-0.19,1.65,0.981,1.65,0.947,0,7.362,124.156,235.979,-0.032,-4.034,1.165,1.193,0.001,105.02359,99.8902445,107.43498
2017-04-05T21:54:43,2457849.413,102.305,117.60633,3.8609,0.037,5.814,-23.564,-20.518,0.063,3.046,1.995,0.006,2.001,8.813,0.103,-0.04,1.543,0.458,1.543,0.452,0,7.039,91.18,185.798,0.012,3.38,0.387,0.399,-0.001,105.4839,100.205058,107.9999
2017-04-06T21:59:02,2457850.416,102.659,117.44125,3.8451,0.09,5.732,-24.826,-21.523,0.072,3.302,1.857,0,1.857,8.565,0.072,0,1.55,0.308,1.55,0.307,0,7.042,82.403,163.218,0.02,-10.646,0.736,0.745,0,105.74214,100.475487,108.04236
2017-04-09T13:49:26,2457853.076,102.422,117.47346,3.4042,0.091,5.736,-21.77,-18.53,0.016,3.24,1.844,0,1.844,8.101,0.016,0,1.635,0.209,1.635,0.209,0,6.739,74.568,138.554,0.068,-10.086,0.4,0.406,0,105.55904,100.296916,108.04832
2017-04-16T13:27:50,2457860.061,101.734,112.31603,3.098,-0.067,4.036,-25.646,-22.047,-0.008,3.599,2.003,0,2.003,8.286,-0.008,0,1.759,0.244,1.759,0.244,0,6.753,77.253,139.265,0.173,12.254,0.484,0.493,0.001,105.83915,100.5992095,106.1134
2017-04-18T15:08:38,2457862.131,103.85,115.14964,3.4839,0.178,4.814,-25.401,-21.962,0.035,3.439,1.983,0,1.983,8.245,0.035,0,1.73,0.253,1.73,0.253,0,6.771,75.981,127.521,-0.029,-8.883,0.279,0.287,0.001,105.78667,100.5323525,107.38574
2017-04-21T10:22:04,2457864.932,104.032,117.25629,3.4572,0.153,5.49,-20.286,-16.181,-0.018,4.106,2.493,0.005,2.498,9.016,-0.057,0.039,1.877,0.621,1.877,0.616,0,6.845,88.33,146.396,-0.524,-37.892,0.931,0.952,0.001,106.28826,101.076327,107.95842
2017-04-30T09:41:45,2457873.904,102.921,121.50032,4.3265,-0.198,7.126,-23.646,-20.162,0.063,3.484,2.115,0.001,2.116,8.492,0.07,-0.007,1.655,0.461,1.655,0.46,0,6.796,81.489,135.528,0.03,-4.899,0.714,0.728,0.002,105.89124,100.635393,108.69366
2017-05-07T07:30:43,2457880.813,103.48,117.17134,4.1278,-0.217,5.729,-23.337,-20.152,0.036,3.186,1.821,0.001,1.821,8.091,0.042,-0.006,1.632,0.189,1.632,0.189,0,6.78,73.398,137.779,0.011,16.253,0.379,0.384,-0.001,105.55362,100.285881,107.35189
2017-05-17T10:50:52,2457890.952,101.432,113.85196,2.5329,0.041,4.517,-20.165,-16.752,-0.087,3.413,1.998,0,1.998,8.266,-0.089,0.002,1.742,0.257,1.742,0.256,0,6.77,76.397,132.807,-0.466,-75.373,0.469,0.476,0.001,105.48921,100.2504855,106.80265
2017-05-18T22:49:26,2457892.451,100.968,111.56148,2.6086,-0.012,3.717,-22.841,-19.124,0.006,3.717,2.248,0.001,2.249,8.932,-0.003,0.008,1.826,0.423,1.826,0.422,0,7.145,80.64,134.785,-0.543,-37.022,0.674,0.688,-0.001,105.98025,100.7445585,105.93993
2017-05-24T06:44:38,2457897.781,106.557,126.98127,5.2157,-0.164,8.904,-30.01,-24.99,0.114,5.019,2.603,0.001,2.604,9.295,0.117,-0.003,1.826,0.779,1.826,0.777,0,6.886,91.239,136.838,0.315,21.518,1.672,1.701,0.002,107.43303,102.2506815,110.42336
2017-06-02T21:51:50,2457907.411,103.423,119.35179,3.3971,0.428,6.144,-24.614,-21.594,0.083,3.02,1.954,0.002,1.956,8.59,0.065,0.018,1.613,0.343,1.613,0.341,0,7.025,82.079,161.601,0.102,19.669,0.345,0.355,0.001,105.50452,100.221533,109.18264
2017-06-04T21:54:43,2457909.413,103.76,123.96571,3.3014,0.075,7.679,-27.165,-23.461,0.124,3.705,2.177,0.001,2.178,8.977,0.115,0.009,1.634,0.544,1.634,0.543,0,7.063,88.909,159.111,-0.037,-1.01,0.939,0.955,0,106.23341,100.9806865,109.81947
2017-06-06T13:46:33,2457911.074,102.569,117.25311,3.5353,-0.232,5.604,-23.248,-18.496,0.026,4.751,2.294,0,2.294,8.98,0.025,0.001,1.647,0.647,1.647,0.646,0,6.808,93.127,157.524,0.112,-6.755,1.855,1.877,-0.001,106.98667,101.8024835,107.20204
2017-06-18T21:47:31,2457923.408,105.606,127.89132,4.4613,0.175,9.084,-25.777,-20.798,0.046,4.979,2.72,0.005,2.725,9.571,0.057,-0.011,1.99,0.735,1.99,0.73,0,7.083,90.517,142.509,0.285,32.284,1.319,1.348,-0.003,,102.0685135,111.35012
2017-06-19T13:49:26,2457924.076,105.808,125.23343,4.4919,0.289,8.23,-22.132,-17.449,0.037,4.683,2.674,0.004,2.678,9.27,0.05,-0.013,2.003,0.675,2.003,0.671,0,6.865,89.144,140.583,0.345,40.414,1.149,1.175,0,,101.7587845,110.81126
2017-07-02T13:49:26,2457937.076,103.184,114.12844,2.9419,0.111,4.574,-18.382,-14.95,0.016,3.432,1.873,0,1.873,8.193,0.016,0,1.688,0.185,1.688,0.185,0,6.844,73.122,125.96,-0.073,-1.016,0.458,0.465,-0.001,,100.485556,107.01246
2017-07-07T00:00:00,2457941.5,102.153,114.86828,3.3316,0.313,4.705,-19.901,-16.966,0.183,2.935,1.943,0.004,1.947,8.657,0.14,0.044,1.682,0.265,1.682,0.261,0,7.159,79.392,166.598,0.197,0.305,0.242,0.249,0.001,,100.3481205,107.58677
2017-07-11T13:48:00,2457946.075,102.762,121.3661,4.3636,-0.722,7.135,-25.282,-19.883,0.03,5.399,2.583,0.027,2.61,10.038,0.023,0.006,1.804,0.805,1.804,0.779,0,6.968,116.384,226.196,-0.709,-39.599,2.515,2.541,-0.001,,102.4475475,107.52827
2017-07-18T11:45:36,2457952.99,102.048,118.06669,3.7728,0.039,5.978,-20.195,-16.981,0.016,3.214,2.005,0,2.005,8.381,0.016,0,1.801,0.204,1.801,0.204,0,6.92,74.132,120.099,0.539,60.906,0.279,0.286,-0.001,,100.271371,108.1569
2017-07-20T22:52:19,2457955.453,103.054,117.21539,3.6925,0.106,5.632,-22.835,-19.963,0.083,2.872,1.888,0,1.888,8.402,0.083,0,1.66,0.228,1.66,0.228,0,7.068,73.024,123.068,0.33,32.155,0.291,0.297,-0.003,,100.076123,107.9852
2017-07-24T13:40:47,2457959.07,101.471,115.83337,2.8179,0.063,5.162,-19.031,-15.518,-0.018,3.513,1.893,0,1.893,8.357,-0.018,0,1.663,0.23,1.663,0.23,0,6.939,75.273,133.768,0.085,23.515,0.565,0.573,-0.001,,100.4937045,107.45178
2017-08-29T22:50:52,2457995.452,104.621,124.56913,4.0277,0.223,7.916,-20.271,-17.447,0.069,2.825,1.998,0.004,2.002,8.711,0.07,-0.002,1.622,0.38,1.622,0.376,0,7.152,80.456,146.051,0.307,25.691,0.233,0.243,0,,100.0005315,110.3714
2017-08-30T18:46:04,2457996.282,105.811,122.78119,4.2378,-0.17,7.484,-20.948,-17.881,0.25,3.067,2.252,0.012,2.264,8.812,0.145,0.105,1.764,0.5,1.764,0.488,0,6.892,89.433,183.09,0.335,38.876,0.044,0.057,-0.001,,100.6185775,109.08932
2017-09-02T07:39:21,2457998.819,104.53,119.10185,4.2029,-0.466,6.382,-9.173,-6.474,0.788,2.699,2.04,0.033,2.074,13.055,0.561,0.227,0.69,1.384,0.69,1.35,0,11.418,85.897,110.707,0.088,10.728,2.164,2.173,-0.006,,101.3873555,107.40142
2017-09-02T21:41:45,2457999.404,103.48,117.17134,4.1278,-0.217,5.729,-22.139,-16.271,0.765,5.867,2.964,0.044,3.009,10.639,0.503,0.262,1.758,1.251,1.758,1.207,0,7.071,118.477,191.437,-0.036,15.503,2.611,2.653,-0.001,,104.4515925,107.35189
2017-09-03T19:43:40,2458000.322,103.489,117.00942,4.1185,-0.159,5.67,-29.173,-21.566,0.4,7.608,3.405,0.06,3.465,11.71,0.285,0.116,1.833,1.632,1.833,1.572,0,6.94,136.568,215.811,0.019,19.995,4.099,4.158,-0.002,,105.39526,107.42694
2017-09-04T12:41:45,2458001.029,101.898,115.40346,3.2789,-0.126,5.154,-29.298,-21.105,-0.228,8.193,3.586,0.07,3.656,12.525,-0.158,-0.07,1.844,1.812,1.844,1.742,0,7.276,143.018,220.664,-0.07,12.404,5.496,5.556,0.002,,104.6505945,107.02098
2017-09-06T08:49:55,2458002.868,100.592,115.07606,3.1013,-0.185,5.056,-21.517,-14.048,-1.319,7.469,3.809,0.083,3.892,12.494,-0.77,-0.549,1.972,1.919,1.972,1.836,0,7.018,141.074,216.527,-0.186,8.562,4.105,4.176,0,,101.6470735,106.79768
2017-09-12T14:45:36,2458009.115,100.331,113.26078,2.4958,-0.001,4.322,-18.149,-15.022,0.092,3.128,2.146,0.004,2.149,8.861,0.056,0.036,1.836,0.314,1.836,0.31,0,7.252,77.846,141.53,0.353,-4.595,0.34,0.349,0,,100.346552,106.52722